file,emotions,objects,colors,depths
Art_Nouveau_Modern/raphael-kirchner_lulu.jpg,"The viewer is likely to associate the following emotions with the image: amusement (probability: 0.23), contentment (probability: 0.18).",there is a stool in the right. there is a man in the top. there is a girl in the right. there is a string in the top. there is a sock in the center. there is a sock in the center. there is a string in the top right. there is a swing in the top right,"The main colors are: blanchedalmond, gray, tan","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.84 (with moderate variation, std ≈ 0.16).
Most pixels fall into the **far** depth band (87.5% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 2.9% of pixels
  • Mid [0.33–0.67]: 7.2% of pixels
  • Far [0.67–1.00]: 87.5% of pixels"
Romanticism/edwin-henry-landseer_the-old-shepherd-s-chief-mourner.jpg,"The viewer is likely to associate the following emotions with the image: sadness (probability: 0.42), contentment (probability: 0.19).",there is a dog in the bottom left. there is a stool in the bottom. there is a bed in the center. there is a briefcase dresser in the bottom. there is a luggage in the bottom right. there is a floor in the bottom,"The main colors are: black, gray, darkolivegreen","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.24 (with moderate variation, std ≈ 0.15).
Most pixels fall into the **near** depth band (79.3% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 79.3% of pixels
  • Mid [0.33–0.67]: 18.5% of pixels
  • Far [0.67–1.00]: 2.1% of pixels"
Symbolism/konstantin-bogaevsky_feodosia-1926.jpg,"The viewer is likely to associate the following emotions with the image: fear (probability: 0.58), sadness (probability: 0.13).",there is a sky in the left. there is a village in the bottom left,"The main colors are: darkslategray, gray, darkolivegreen","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.32 (with moderate variation, std ≈ 0.14).
Most pixels fall into the **near** depth band (63.7% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 63.7% of pixels
  • Mid [0.33–0.67]: 33.9% of pixels
  • Far [0.67–1.00]: 2.4% of pixels"
Symbolism/william-blake_melancholy-1820.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.42), contentment (probability: 0.15).",there is a woman in the right. there is a illustration in the center. there is a angel in the top. there is a person in the center. there is a angel in the top right. there is a child in the left. there is a angel in the top right. there is a child in the right. there is a person in the right,"The main colors are: rosybrown, dimgray, gainsboro","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.62 (with moderate variation, std ≈ 0.21).
Most pixels fall into the **mid** depth band (49.0% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 8.8% of pixels
  • Mid [0.33–0.67]: 49.0% of pixels
  • Far [0.67–1.00]: 35.9% of pixels"
High_Renaissance/raphael_the-virtues-1511.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.60), contentment (probability: 0.15).",there is a doorway in the bottom left. there is a building in the center. there is a person in the center. there is a person in the left. there is a person in the left. there is a archway in the bottom,"The main colors are: darkslategray, tan, gray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.46 (with moderate variation, std ≈ 0.24).
Most pixels fall into the **mid** depth band (41.0% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 35.2% of pixels
  • Mid [0.33–0.67]: 41.0% of pixels
  • Far [0.67–1.00]: 23.5% of pixels"
Baroque/agostino-carracci_a-peasant-man-head-and-shoulders-shouting.jpg,"The viewer is likely to associate the following emotions with the image: sadness (probability: 0.24), fear (probability: 0.19).",there is a man in the center. there is a mouth in the top right. there is a face in the top right,"The main colors are: darkslategray, snow, sienna","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.36 (with moderate variation, std ≈ 0.32).
Most pixels fall into the **near** depth band (65.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 65.1% of pixels
  • Mid [0.33–0.67]: 15.6% of pixels
  • Far [0.67–1.00]: 4.8% of pixels"
Realism/ferdinand-hodler_the-golden-meadow-1890.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.66), awe (probability: 0.18).",there is a tree in the top. there is a grass in the center,"The main colors are: dimgray, lightgray, darkkhaki","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.55 (with moderate variation, std ≈ 0.21).
Most pixels fall into the **mid** depth band (47.4% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 18.1% of pixels
  • Mid [0.33–0.67]: 47.4% of pixels
  • Far [0.67–1.00]: 34.5% of pixels"
Color_Field_Painting/anne-truitt_remember-no-5-1999.jpg,"The viewer is likely to associate the following emotions with the image: something else (probability: 0.26), contentment (probability: 0.16).",there is a black blanket in the center,"The main colors are: darkred, lightgray, black","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.30 (with moderate variation, std ≈ 0.30).
Most pixels fall into the **near** depth band (60.2% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 60.2% of pixels
  • Mid [0.33–0.67]: 26.3% of pixels
  • Far [0.67–1.00]: 13.5% of pixels"
Art_Nouveau_Modern/raphael-kirchner_medallion-1916.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.29), amusement (probability: 0.23).",there is a dress in the center. there is a bonnet in the top,"The main colors are: wheat, antiquewhite, tan","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.87 (with moderate variation, std ≈ 0.11).
Most pixels fall into the **far** depth band (92.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 0.2% of pixels
  • Mid [0.33–0.67]: 4.4% of pixels
  • Far [0.67–1.00]: 92.1% of pixels"
Color_Field_Painting/mark-rothko_untitled-gray-and-mauve-1969.jpg,"The viewer is likely to associate the following emotions with the image: something else (probability: 0.33), contentment (probability: 0.21).","there is a drawing pink, rectangle in the center","The main colors are: gray, beige, rosybrown","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.42 (with moderate variation, std ≈ 0.16).
Most pixels fall into the **mid** depth band (62.2% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 29.7% of pixels
  • Mid [0.33–0.67]: 62.2% of pixels
  • Far [0.67–1.00]: 7.9% of pixels"
Rococo/maurice-quentin-de-la-tour_view-of-the-city-saint-quentin-1.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.38), contentment (probability: 0.24).",there is a sky in the top left. there is a castle in the left. there is a boat in the bottom. there is a boat in the bottom. there is a castle in the left,"The main colors are: gray, darkslategray, silver","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.52 (with moderate variation, std ≈ 0.25).
Most pixels fall into the **mid** depth band (38.6% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 28.6% of pixels
  • Mid [0.33–0.67]: 38.6% of pixels
  • Far [0.67–1.00]: 32.4% of pixels"
Northern_Renaissance/hieronymus-bosch_the-garden-of-earthly-delights-1515-6.jpg,"The viewer is likely to associate the following emotions with the image: amusement (probability: 0.21), excitement (probability: 0.20).",there is a man in the top. there is a woman in the right. there is a fish in the top left. there is a tapestry in the center. there is a animal in the right. there is a child in the center,"The main colors are: rosybrown, darkolivegreen, tan","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.56 (with moderate variation, std ≈ 0.20).
Most pixels fall into the **mid** depth band (50.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 14.3% of pixels
  • Mid [0.33–0.67]: 50.1% of pixels
  • Far [0.67–1.00]: 35.5% of pixels"
Baroque/rembrandt_the-shepards-in-the-woods-1644.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.27), sadness (probability: 0.19).",there is a man in the center. there is a animal in the center. there is a person in the right. there is a landscape in the center. there is a sheep in the left,"The main colors are: dimgray, darkgray, gray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.54 (with moderate variation, std ≈ 0.21).
Most pixels fall into the **mid** depth band (42.0% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 20.9% of pixels
  • Mid [0.33–0.67]: 42.0% of pixels
  • Far [0.67–1.00]: 37.2% of pixels"
